isced11,iscedf13,sex,geo,time,value
Master's or equivalent level,Arts and humanities,Total,Cyprus,2014,87
Master's or equivalent level,Arts and humanities,Total,Cyprus,2015,198
Master's or equivalent level,Arts and humanities,Total,Cyprus,2016,254
Master's or equivalent level,Arts and humanities,Total,Cyprus,2017,285
Master's or equivalent level,Arts and humanities,Total,Cyprus,2018,297
Master's or equivalent level,Arts and humanities,Total,Cyprus,2019,310
Master's or equivalent level,Arts and humanities,Total,Cyprus,2020,455
Master's or equivalent level,Arts and humanities,Total,Cyprus,2021,538
Master's or equivalent level,Arts and humanities,Total,Cyprus,2022,456
Master's or equivalent level,Arts and humanities,Total,Cyprus,2023,381
Master's or equivalent level,Arts and humanities,Total,Latvia,2013,423
Master's or equivalent level,Arts and humanities,Total,Latvia,2014,400
Master's or equivalent level,Arts and humanities,Total,Latvia,2015,346
Master's or equivalent level,Arts and humanities,Total,Latvia,2016,319
Master's or equivalent level,Arts and humanities,Total,Latvia,2017,330
Master's or equivalent level,Arts and humanities,Total,Latvia,2018,297
Master's or equivalent level,Arts and humanities,Total,Latvia,2019,299
Master's or equivalent level,Arts and humanities,Total,Latvia,2020,255
Master's or equivalent level,Arts and humanities,Total,Latvia,2021,306
Master's or equivalent level,Arts and humanities,Total,Latvia,2022,262
Master's or equivalent level,Arts and humanities,Total,Latvia,2023,253
Master's or equivalent level,Arts and humanities,Total,Lithuania,2013,568
Master's or equivalent level,Arts and humanities,Total,Lithuania,2014,616
Master's or equivalent level,Arts and humanities,Total,Lithuania,2015,536
Master's or equivalent level,Arts and humanities,Total,Lithuania,2016,531
Master's or equivalent level,Arts and humanities,Total,Lithuania,2017,523
Master's or equivalent level,Arts and humanities,Total,Lithuania,2018,453
Master's or equivalent level,Arts and humanities,Total,Lithuania,2019,499
Master's or equivalent level,Arts and humanities,Total,Lithuania,2020,437
Master's or equivalent level,Arts and humanities,Total,Lithuania,2021,507
Master's or equivalent level,Arts and humanities,Total,Lithuania,2022,499
Master's or equivalent level,Arts and humanities,Total,Lithuania,2023,520
Master's or equivalent level,Arts and humanities,Total,Luxembourg,2013,38
Master's or equivalent level,Arts and humanities,Total,Luxembourg,2014,26
Master's or equivalent level,Arts and humanities,Total,Luxembourg,2015,28
Master's or equivalent level,Arts and humanities,Total,Luxembourg,2016,27
Master's or equivalent level,Arts and humanities,Total,Luxembourg,2017,35
