age,sex,isced11,geo,age_numeric,value
3 years,Total,Bachelor's or equivalent level,Hungary,3,0
3 years,Total,Bachelor's or equivalent level,Latvia,3,0
3 years,Total,Bachelor's or equivalent level,Ireland,3,0
3 years,Total,Master's or equivalent level,France,3,0
3 years,Total,Master's or equivalent level,Greece,3,0
3 years,Total,Master's or equivalent level,Hungary,3,0
3 years,Total,Master's or equivalent level,Iceland,3,0
3 years,Total,Master's or equivalent level,Ireland,3,0
3 years,Total,Master's or equivalent level,Italy,3,0
3 years,Total,Master's or equivalent level,Latvia,3,0
3 years,Total,Master's or equivalent level,Liechtenstein,3,0
3 years,Total,Master's or equivalent level,Lithuania,3,0
3 years,Total,Master's or equivalent level,Luxembourg,3,0
3 years,Total,Master's or equivalent level,Malta,3,0
3 years,Total,Master's or equivalent level,Montenegro,3,0
3 years,Total,Master's or equivalent level,Finland,3,0
3 years,Total,Master's or equivalent level,Netherlands,3,0
3 years,Total,Master's or equivalent level,Norway,3,0
3 years,Total,Master's or equivalent level,Poland,3,0
3 years,Total,Master's or equivalent level,Portugal,3,0
3 years,Total,Master's or equivalent level,Romania,3,0
3 years,Total,Master's or equivalent level,Serbia,3,0
3 years,Total,Master's or equivalent level,Slovakia,3,0
3 years,Total,Master's or equivalent level,Slovenia,3,0
3 years,Total,Master's or equivalent level,Spain,3,0
3 years,Total,Master's or equivalent level,Sweden,3,0
3 years,Total,Master's or equivalent level,Switzerland,3,0
3 years,Total,Master's or equivalent level,Türkiye,3,0
3 years,Total,Master's or equivalent level,United Kingdom,3,0
3 years,Total,Master's or equivalent level,North Macedonia,3,0
3 years,Total,Master's or equivalent level,Estonia,3,0
3 years,Total,Master's or equivalent level,Denmark,3,0
3 years,Total,Master's or equivalent level,Czechia,3,0
3 years,Total,Bachelor's or equivalent level,Italy,3,0
3 years,Males,Bachelor's or equivalent level,Norway,3,0
3 years,Total,Bachelor's or equivalent level,Liechtenstein,3,0
3 years,Total,Bachelor's or equivalent level,Lithuania,3,0
3 years,Total,Bachelor's or equivalent level,Luxembourg,3,0
3 years,Total,Bachelor's or equivalent level,Malta,3,0
3 years,Total,Bachelor's or equivalent level,Montenegro,3,0
3 years,Total,Bachelor's or equivalent level,Netherlands,3,0
3 years,Total,Bachelor's or equivalent level,North Macedonia,3,0
3 years,Total,Bachelor's or equivalent level,Norway,3,0
3 years,Total,Bachelor's or equivalent level,Poland,3,0
3 years,Total,Bachelor's or equivalent level,Portugal,3,0
3 years,Total,Bachelor's or equivalent level,Romania,3,0
3 years,Total,Bachelor's or equivalent level,Serbia,3,0
3 years,Total,Bachelor's or equivalent level,Slovakia,3,0
3 years,Total,Bachelor's or equivalent level,Slovenia,3,0
3 years,Total,Bachelor's or equivalent level,Spain,3,0
3 years,Total,Bachelor's or equivalent level,Sweden,3,0
3 years,Total,Bachelor's or equivalent level,Switzerland,3,0
3 years,Total,Bachelor's or equivalent level,Türkiye,3,0
3 years,Total,Bachelor's or equivalent level,United Kingdom,3,0
3 years,Total,Master's or equivalent level,Austria,3,0
3 years,Total,Master's or equivalent level,Belgium,3,0
3 years,Total,Master's or equivalent level,Bosnia and Herzegovina,3,0
3 years,Total,Master's or equivalent level,Bulgaria,3,0
3 years,Total,Master's or equivalent level,Croatia,3,0
3 years,Total,Master's or equivalent level,Cyprus,3,0
3 years,Total,Bachelor's or equivalent level,Iceland,3,0
3 years,Males,Bachelor's or equivalent level,North Macedonia,3,0
3 years,Males,Master's or equivalent level,Bulgaria,3,0
3 years,Males,Bachelor's or equivalent level,Montenegro,3,0
3 years,Females,Bachelor's or equivalent level,Malta,3,0
3 years,Females,Bachelor's or equivalent level,Montenegro,3,0
3 years,Females,Bachelor's or equivalent level,Netherlands,3,0
3 years,Females,Bachelor's or equivalent level,North Macedonia,3,0
3 years,Females,Bachelor's or equivalent level,Norway,3,0
3 years,Females,Bachelor's or equivalent level,Poland,3,0
3 years,Females,Bachelor's or equivalent level,Portugal,3,0
3 years,Females,Bachelor's or equivalent level,Romania,3,0
3 years,Females,Bachelor's or equivalent level,Serbia,3,0
3 years,Females,Bachelor's or equivalent level,Slovakia,3,0
3 years,Females,Bachelor's or equivalent level,Luxembourg,3,0
3 years,Females,Bachelor's or equivalent level,Slovenia,3,0
3 years,Females,Bachelor's or equivalent level,Sweden,3,0
3 years,Females,Bachelor's or equivalent level,Switzerland,3,0
3 years,Females,Bachelor's or equivalent level,Türkiye,3,0
3 years,Females,Bachelor's or equivalent level,United Kingdom,3,0
3 years,Females,Master's or equivalent level,Austria,3,0
3 years,Females,Master's or equivalent level,Belgium,3,0
3 years,Females,Master's or equivalent level,Bosnia and Herzegovina,3,0
3 years,Females,Master's or equivalent level,Bulgaria,3,0
3 years,Females,Master's or equivalent level,Croatia,3,0
3 years,Females,Master's or equivalent level,Cyprus,3,0
3 years,Females,Bachelor's or equivalent level,Spain,3,0
3 years,Females,Master's or equivalent level,Czechia,3,0
3 years,Females,Bachelor's or equivalent level,Lithuania,3,0
3 years,Males,Bachelor's or equivalent level,Netherlands,3,0
3 years,Total,Master's or equivalent level,Germany,3,0
3 years,Total,Bachelor's or equivalent level,Germany,3,0
3 years,Males,Master's or equivalent level,Germany,3,0
3 years,Males,Bachelor's or equivalent level,Germany,3,0
3 years,Females,Master's or equivalent level,Germany,3,0
3 years,Females,Bachelor's or equivalent level,Germany,3,0
3 years,Females,Bachelor's or equivalent level,Austria,3,0
3 years,Females,Bachelor's or equivalent level,Belgium,3,0
3 years,Females,Bachelor's or equivalent level,Bosnia and Herzegovina,3,0
3 years,Females,Bachelor's or equivalent level,Bulgaria,3,0
3 years,Females,Bachelor's or equivalent level,Liechtenstein,3,0
3 years,Females,Bachelor's or equivalent level,Croatia,3,0
3 years,Females,Bachelor's or equivalent level,Czechia,3,0
3 years,Females,Bachelor's or equivalent level,Denmark,3,0
3 years,Females,Bachelor's or equivalent level,Estonia,3,0
3 years,Females,Bachelor's or equivalent level,Finland,3,0
3 years,Females,Bachelor's or equivalent level,France,3,0
3 years,Females,Bachelor's or equivalent level,Greece,3,0
3 years,Females,Bachelor's or equivalent level,Hungary,3,0
3 years,Females,Bachelor's or equivalent level,Iceland,3,0
3 years,Females,Bachelor's or equivalent level,Ireland,3,0
3 years,Females,Bachelor's or equivalent level,Italy,3,0
3 years,Females,Bachelor's or equivalent level,Cyprus,3,0
3 years,Females,Master's or equivalent level,Denmark,3,0
3 years,Females,Bachelor's or equivalent level,Latvia,3,0
3 years,Females,Master's or equivalent level,Finland,3,0
3 years,Females,Master's or equivalent level,United Kingdom,3,0
3 years,Males,Bachelor's or equivalent level,Austria,3,0
3 years,Males,Bachelor's or equivalent level,Belgium,3,0
3 years,Males,Bachelor's or equivalent level,Bosnia and Herzegovina,3,0
3 years,Males,Bachelor's or equivalent level,Bulgaria,3,0
3 years,Males,Bachelor's or equivalent level,Croatia,3,0
3 years,Males,Bachelor's or equivalent level,Cyprus,3,0
3 years,Males,Bachelor's or equivalent level,Czechia,3,0
3 years,Males,Bachelor's or equivalent level,Denmark,3,0
3 years,Males,Bachelor's or equivalent level,Estonia,3,0
3 years,Females,Master's or equivalent level,Türkiye,3,0
3 years,Males,Bachelor's or equivalent level,France,3,0
3 years,Males,Bachelor's or equivalent level,Hungary,3,0
3 years,Males,Bachelor's or equivalent level,Iceland,3,0
3 years,Males,Bachelor's or equivalent level,Ireland,3,0
3 years,Males,Bachelor's or equivalent level,Italy,3,0
3 years,Males,Bachelor's or equivalent level,Latvia,3,0
3 years,Males,Bachelor's or equivalent level,Liechtenstein,3,0
3 years,Males,Bachelor's or equivalent level,Lithuania,3,0
3 years,Males,Bachelor's or equivalent level,Luxembourg,3,0
3 years,Males,Bachelor's or equivalent level,Malta,3,0
3 years,Females,Master's or equivalent level,Estonia,3,0
3 years,Males,Bachelor's or equivalent level,Greece,3,0
3 years,Females,Master's or equivalent level,Switzerland,3,0
3 years,Males,Bachelor's or equivalent level,Finland,3,0
3 years,Females,Master's or equivalent level,Spain,3,0
3 years,Females,Master's or equivalent level,France,3,0
3 years,Females,Master's or equivalent level,Sweden,3,0
3 years,Females,Master's or equivalent level,Greece,3,0
3 years,Females,Master's or equivalent level,Hungary,3,0
3 years,Females,Master's or equivalent level,Iceland,3,0
3 years,Females,Master's or equivalent level,Ireland,3,0
3 years,Females,Master's or equivalent level,Italy,3,0
3 years,Females,Master's or equivalent level,Liechtenstein,3,0
3 years,Females,Master's or equivalent level,Lithuania,3,0
3 years,Females,Master's or equivalent level,Luxembourg,3,0
3 years,Females,Master's or equivalent level,Malta,3,0
3 years,Females,Master's or equivalent level,Latvia,3,0
3 years,Females,Master's or equivalent level,Montenegro,3,0
3 years,Females,Master's or equivalent level,Netherlands,3,0
3 years,Females,Master's or equivalent level,North Macedonia,3,0
3 years,Females,Master's or equivalent level,Norway,3,0
3 years,Females,Master's or equivalent level,Poland,3,0
3 years,Females,Master's or equivalent level,Portugal,3,0
3 years,Females,Master's or equivalent level,Romania,3,0
3 years,Females,Master's or equivalent level,Serbia,3,0
3 years,Females,Master's or equivalent level,Slovakia,3,0
3 years,Females,Master's or equivalent level,Slovenia,3,0
4 years,Males,Master's or equivalent level,Switzerland,4,0
4 years,Males,Master's or equivalent level,Sweden,4,0
4 years,Males,Master's or equivalent level,Spain,4,0
4 years,Males,Master's or equivalent level,Slovenia,4,0
4 years,Males,Master's or equivalent level,Slovakia,4,0
4 years,Males,Master's or equivalent level,Portugal,4,0
4 years,Males,Master's or equivalent level,Romania,4,0
4 years,Males,Master's or equivalent level,Norway,4,0
4 years,Males,Master's or equivalent level,Poland,4,0
4 years,Males,Master's or equivalent level,Türkiye,4,0
4 years,Males,Master's or equivalent level,North Macedonia,4,0
4 years,Males,Master's or equivalent level,Serbia,4,0
4 years,Males,Master's or equivalent level,United Kingdom,4,0
4 years,Total,Bachelor's or equivalent level,Finland,4,0
4 years,Total,Bachelor's or equivalent level,Belgium,4,0
4 years,Total,Bachelor's or equivalent level,Bosnia and Herzegovina,4,0
4 years,Total,Bachelor's or equivalent level,Bulgaria,4,0
4 years,Total,Bachelor's or equivalent level,Croatia,4,0
4 years,Total,Bachelor's or equivalent level,Cyprus,4,0
4 years,Total,Bachelor's or equivalent level,Czechia,4,0
4 years,Total,Bachelor's or equivalent level,Denmark,4,0
4 years,Total,Bachelor's or equivalent level,Estonia,4,0
4 years,Total,Bachelor's or equivalent level,France,4,0
4 years,Total,Bachelor's or equivalent level,Hungary,4,0
4 years,Males,Master's or equivalent level,Netherlands,4,0
4 years,Total,Bachelor's or equivalent level,Greece,4,0
4 years,Total,Bachelor's or equivalent level,Austria,4,0
4 years,Males,Master's or equivalent level,Montenegro,4,0
4 years,Males,Master's or equivalent level,Denmark,4,0
4 years,Males,Master's or equivalent level,Luxembourg,4,0
4 years,Males,Master's or equivalent level,Greece,4,0
4 years,Total,Bachelor's or equivalent level,Iceland,4,0
4 years,Males,Master's or equivalent level,France,4,0
4 years,Males,Master's or equivalent level,Finland,4,0
4 years,Males,Master's or equivalent level,Estonia,4,0
4 years,Males,Master's or equivalent level,Czechia,4,0
4 years,Males,Master's or equivalent level,Cyprus,4,0
4 years,Males,Master's or equivalent level,Croatia,4,0
4 years,Males,Master's or equivalent level,Bulgaria,4,0
4 years,Males,Master's or equivalent level,Bosnia and Herzegovina,4,0
4 years,Males,Master's or equivalent level,Belgium,4,0
4 years,Males,Master's or equivalent level,Austria,4,0
4 years,Males,Master's or equivalent level,Malta,4,0
4 years,Males,Bachelor's or equivalent level,United Kingdom,4,0
4 years,Males,Bachelor's or equivalent level,Switzerland,4,0
4 years,Males,Bachelor's or equivalent level,Sweden,4,0
4 years,Males,Bachelor's or equivalent level,Spain,4,0
4 years,Males,Bachelor's or equivalent level,Slovenia,4,0
4 years,Males,Bachelor's or equivalent level,Slovakia,4,0
4 years,Males,Master's or equivalent level,Hungary,4,0
4 years,Males,Master's or equivalent level,Iceland,4,0
4 years,Males,Master's or equivalent level,Ireland,4,0
4 years,Males,Master's or equivalent level,Italy,4,0
4 years,Males,Master's or equivalent level,Latvia,4,0
4 years,Males,Master's or equivalent level,Liechtenstein,4,0
4 years,Males,Master's or equivalent level,Lithuania,4,0
4 years,Males,Bachelor's or equivalent level,Türkiye,4,0
4 years,Total,Bachelor's or equivalent level,Ireland,4,0
4 years,Males,Bachelor's or equivalent level,North Macedonia,4,0
4 years,Total,Bachelor's or equivalent level,Latvia,4,0
4 years,Total,Master's or equivalent level,Greece,4,0
4 years,Total,Master's or equivalent level,Hungary,4,0
4 years,Total,Master's or equivalent level,Iceland,4,0
4 years,Total,Master's or equivalent level,Ireland,4,0
4 years,Total,Master's or equivalent level,Italy,4,0
4 years,Total,Master's or equivalent level,Latvia,4,0
4 years,Total,Master's or equivalent level,Liechtenstein,4,0
4 years,Males,Bachelor's or equivalent level,Serbia,4,0
4 years,Total,Master's or equivalent level,Lithuania,4,0
4 years,Total,Master's or equivalent level,Luxembourg,4,0
4 years,Total,Master's or equivalent level,Malta,4,0
4 years,Total,Master's or equivalent level,Montenegro,4,0
4 years,Total,Master's or equivalent level,France,4,0
4 years,Total,Master's or equivalent level,Netherlands,4,0
4 years,Total,Master's or equivalent level,Norway,4,0
4 years,Total,Master's or equivalent level,Poland,4,0
4 years,Total,Master's or equivalent level,Portugal,4,0
4 years,Total,Master's or equivalent level,Romania,4,0
4 years,Total,Master's or equivalent level,Serbia,4,0
4 years,Total,Master's or equivalent level,Slovakia,4,0
4 years,Total,Master's or equivalent level,Slovenia,4,0
4 years,Total,Master's or equivalent level,Spain,4,0
4 years,Total,Master's or equivalent level,Sweden,4,0
4 years,Total,Master's or equivalent level,Switzerland,4,0
4 years,Total,Master's or equivalent level,Türkiye,4,0
4 years,Total,Master's or equivalent level,United Kingdom,4,0
4 years,Total,Master's or equivalent level,North Macedonia,4,0
4 years,Total,Bachelor's or equivalent level,Italy,4,0
4 years,Total,Master's or equivalent level,Finland,4,0
4 years,Total,Master's or equivalent level,Denmark,4,0
4 years,Total,Bachelor's or equivalent level,Liechtenstein,4,0
4 years,Total,Bachelor's or equivalent level,Lithuania,4,0
4 years,Total,Bachelor's or equivalent level,Luxembourg,4,0
4 years,Total,Bachelor's or equivalent level,Malta,4,0
4 years,Total,Bachelor's or equivalent level,Montenegro,4,0
4 years,Total,Bachelor's or equivalent level,Netherlands,4,0
4 years,Total,Bachelor's or equivalent level,North Macedonia,4,0
4 years,Total,Bachelor's or equivalent level,Norway,4,0
4 years,Total,Bachelor's or equivalent level,Poland,4,0
4 years,Total,Bachelor's or equivalent level,Portugal,4,0
4 years,Total,Bachelor's or equivalent level,Romania,4,0
4 years,Total,Bachelor's or equivalent level,Serbia,4,0
4 years,Total,Master's or equivalent level,Estonia,4,0
4 years,Total,Bachelor's or equivalent level,Slovakia,4,0
4 years,Total,Bachelor's or equivalent level,Spain,4,0
4 years,Total,Bachelor's or equivalent level,Sweden,4,0
4 years,Total,Bachelor's or equivalent level,Switzerland,4,0
4 years,Total,Bachelor's or equivalent level,Türkiye,4,0
4 years,Total,Bachelor's or equivalent level,United Kingdom,4,0
4 years,Total,Master's or equivalent level,Austria,4,0
4 years,Total,Master's or equivalent level,Belgium,4,0
4 years,Total,Master's or equivalent level,Bosnia and Herzegovina,4,0
4 years,Total,Master's or equivalent level,Bulgaria,4,0
