iscedf13,isced11,sex,geo,time,value
Total,Bachelor's or equivalent level,Males,Croatia,2014,47819
Total,Bachelor's or equivalent level,Males,Croatia,2015,47126
Total,Bachelor's or equivalent level,Males,Croatia,2016,45848
Total,Bachelor's or equivalent level,Males,Croatia,2017,46272
Total,Bachelor's or equivalent level,Males,Croatia,2018,45273
Total,Bachelor's or equivalent level,Males,Croatia,2019,44420
Total,Bachelor's or equivalent level,Males,Croatia,2020,43156
Total,Bachelor's or equivalent level,Males,Croatia,2021,42520
Total,Bachelor's or equivalent level,Males,Croatia,2022,42161
Total,Bachelor's or equivalent level,Males,Croatia,2023,41004
Total,Bachelor's or equivalent level,Males,Italy,2014,493184
Total,Bachelor's or equivalent level,Males,Italy,2015,491350
Total,Bachelor's or equivalent level,Males,Italy,2016,494070
Total,Bachelor's or equivalent level,Males,Italy,2017,509271
Total,Bachelor's or equivalent level,Males,Italy,2018,527754
Total,Bachelor's or equivalent level,Males,Italy,2019,537813
Total,Bachelor's or equivalent level,Males,Italy,2020,559921
Total,Bachelor's or equivalent level,Males,Italy,2021,569038
Total,Bachelor's or equivalent level,Males,Italy,2022,577956
Total,Bachelor's or equivalent level,Males,Italy,2023,594530
Total,Bachelor's or equivalent level,Males,Cyprus,2014,9168
Total,Bachelor's or equivalent level,Males,Cyprus,2015,9514
Total,Bachelor's or equivalent level,Males,Cyprus,2016,10098
Total,Bachelor's or equivalent level,Males,Cyprus,2017,11105
Total,Bachelor's or equivalent level,Males,Cyprus,2018,12066
Total,Bachelor's or equivalent level,Males,Cyprus,2019,13139
Total,Bachelor's or equivalent level,Males,Cyprus,2020,13033
Total,Bachelor's or equivalent level,Males,Cyprus,2021,12715
Total,Bachelor's or equivalent level,Males,Cyprus,2022,11210
Total,Bachelor's or equivalent level,Males,Cyprus,2023,11986
Total,Bachelor's or equivalent level,Males,Latvia,2014,25434
Total,Bachelor's or equivalent level,Males,Latvia,2015,21781
Total,Bachelor's or equivalent level,Males,Latvia,2016,21411
Total,Bachelor's or equivalent level,Males,Latvia,2017,21460
Total,Bachelor's or equivalent level,Males,Latvia,2018,20647
Total,Bachelor's or equivalent level,Males,Latvia,2019,21510
Total,Bachelor's or equivalent level,Males,Latvia,2020,21601
Total,Bachelor's or equivalent level,Males,Latvia,2021,21234
Total,Bachelor's or equivalent level,Males,Latvia,2022,20315
Total,Bachelor's or equivalent level,Males,Latvia,2023,20193
Total,Bachelor's or equivalent level,Males,Lithuania,2014,50303
Total,Bachelor's or equivalent level,Males,Lithuania,2015,48169
Total,Bachelor's or equivalent level,Males,Lithuania,2016,46394
Total,Bachelor's or equivalent level,Males,Lithuania,2017,43448
Total,Bachelor's or equivalent level,Males,Lithuania,2018,40521
Total,Bachelor's or equivalent level,Males,Lithuania,2019,37502
Total,Bachelor's or equivalent level,Males,Lithuania,2020,34834
Total,Bachelor's or equivalent level,Males,Lithuania,2021,33342
Total,Bachelor's or equivalent level,Males,Lithuania,2022,32551
Total,Bachelor's or equivalent level,Males,Lithuania,2023,32271
Total,Bachelor's or equivalent level,Males,Luxembourg,2014,1626
Total,Bachelor's or equivalent level,Males,Luxembourg,2015,1588
Total,Bachelor's or equivalent level,Males,Luxembourg,2016,1536
Total,Bachelor's or equivalent level,Males,Luxembourg,2017,1567
Total,Bachelor's or equivalent level,Males,Luxembourg,2018,1436
Total,Bachelor's or equivalent level,Males,Luxembourg,2019,1362
Total,Bachelor's or equivalent level,Males,Luxembourg,2020,1399
Total,Bachelor's or equivalent level,Males,Luxembourg,2021,1420
Total,Bachelor's or equivalent level,Males,Luxembourg,2022,1319
Total,Bachelor's or equivalent level,Males,Luxembourg,2023,1320
Total,Bachelor's or equivalent level,Males,Hungary,2014,105443
Total,Bachelor's or equivalent level,Males,Hungary,2015,100261
Total,Bachelor's or equivalent level,Males,Hungary,2016,94305
Total,Bachelor's or equivalent level,Males,Hungary,2017,88780
Total,Bachelor's or equivalent level,Males,Hungary,2018,87369
Total,Bachelor's or equivalent level,Males,Hungary,2019,86506
Total,Bachelor's or equivalent level,Males,Hungary,2020,87122
Total,Bachelor's or equivalent level,Males,Hungary,2021,85908
Total,Bachelor's or equivalent level,Males,Hungary,2022,85971
Total,Bachelor's or equivalent level,Males,Hungary,2023,85529
Total,Bachelor's or equivalent level,Males,Malta,2014,3044
Total,Bachelor's or equivalent level,Males,Malta,2015,3049
Total,Bachelor's or equivalent level,Males,Malta,2016,3594
Total,Bachelor's or equivalent level,Males,Malta,2017,3844
Total,Bachelor's or equivalent level,Males,Malta,2018,3982
Total,Bachelor's or equivalent level,Males,Malta,2019,3990
Total,Bachelor's or equivalent level,Males,Malta,2020,3919
Total,Bachelor's or equivalent level,Males,Malta,2021,4004
Total,Bachelor's or equivalent level,Males,Malta,2022,4422
Total,Bachelor's or equivalent level,Males,Malta,2023,4679
Total,Bachelor's or equivalent level,Males,Netherlands,2014,284258
Total,Bachelor's or equivalent level,Males,Netherlands,2015,311049
Total,Bachelor's or equivalent level,Males,Netherlands,2016,307806
Total,Bachelor's or equivalent level,Males,Netherlands,2017,319824
Total,Bachelor's or equivalent level,Males,Netherlands,2018,324902
Total,Bachelor's or equivalent level,Males,Netherlands,2019,331994
Total,Bachelor's or equivalent level,Males,Netherlands,2020,333559
Total,Bachelor's or equivalent level,Males,Netherlands,2021,346550
Total,Bachelor's or equivalent level,Males,Netherlands,2022,336760
Total,Bachelor's or equivalent level,Males,Netherlands,2023,330285
Total,Bachelor's or equivalent level,Males,Austria,2014,84669
Total,Bachelor's or equivalent level,Males,Austria,2015,86998
Total,Bachelor's or equivalent level,Males,Austria,2016,90997
Total,Bachelor's or equivalent level,Males,Austria,2017,92905
Total,Bachelor's or equivalent level,Males,Austria,2018,93943
Total,Bachelor's or equivalent level,Males,Austria,2019,91252
Total,Bachelor's or equivalent level,Males,Austria,2020,90193
Total,Bachelor's or equivalent level,Males,Austria,2021,92104
Total,Bachelor's or equivalent level,Males,Austria,2022,89716
Total,Bachelor's or equivalent level,Males,Austria,2023,87397
Total,Bachelor's or equivalent level,Males,Poland,2014,509282
Total,Bachelor's or equivalent level,Males,Poland,2015,483787
Total,Bachelor's or equivalent level,Males,Poland,2016,463090
Total,Bachelor's or equivalent level,Males,Poland,2017,448504
Total,Bachelor's or equivalent level,Males,Poland,2018,429567
Total,Bachelor's or equivalent level,Males,Poland,2019,411661
Total,Bachelor's or equivalent level,Males,Poland,2020,404200
Total,Bachelor's or equivalent level,Males,Poland,2021,394535
Total,Bachelor's or equivalent level,Males,Poland,2022,396177
Total,Bachelor's or equivalent level,Males,Poland,2023,394380
Total,Bachelor's or equivalent level,Males,Portugal,2014,101508
Total,Bachelor's or equivalent level,Males,Portugal,2015,94085
Total,Bachelor's or equivalent level,Males,Portugal,2016,93243
Total,Bachelor's or equivalent level,Males,Portugal,2017,91496
Total,Bachelor's or equivalent level,Males,Portugal,2018,93131
Total,Bachelor's or equivalent level,Males,Portugal,2019,93836
Total,Bachelor's or equivalent level,Males,Portugal,2020,97874
Total,Bachelor's or equivalent level,Males,Portugal,2021,105401
Total,Bachelor's or equivalent level,Males,Portugal,2022,120579
Total,Bachelor's or equivalent level,Males,Portugal,2023,123767
Total,Bachelor's or equivalent level,Males,Romania,2014,182943
Total,Bachelor's or equivalent level,Males,Romania,2015,172517
Total,Bachelor's or equivalent level,Males,Romania,2016,171014
Total,Bachelor's or equivalent level,Males,Romania,2017,168528
Total,Bachelor's or equivalent level,Males,Romania,2018,168690
Total,Bachelor's or equivalent level,Males,Romania,2019,165510
Total,Bachelor's or equivalent level,Males,Romania,2020,167730
Total,Bachelor's or equivalent level,Males,Romania,2021,171454
Total,Bachelor's or equivalent level,Males,Romania,2022,167840
Total,Bachelor's or equivalent level,Males,Romania,2023,164930
Total,Bachelor's or equivalent level,Males,Slovenia,2014,21656
Total,Bachelor's or equivalent level,Males,Slovenia,2015,20038
Total,Bachelor's or equivalent level,Males,Slovenia,2016,18686
Total,Bachelor's or equivalent level,Males,Slovenia,2017,18147
Total,Bachelor's or equivalent level,Males,Slovenia,2018,17212
Total,Bachelor's or equivalent level,Males,Slovenia,2019,16801
Total,Bachelor's or equivalent level,Males,Slovenia,2020,17180
Total,Bachelor's or equivalent level,Males,Slovenia,2021,18656
Total,Bachelor's or equivalent level,Males,Slovenia,2022,18532
Total,Bachelor's or equivalent level,Males,Slovenia,2023,18088
Total,Bachelor's or equivalent level,Males,Slovakia,2014,46360
Total,Bachelor's or equivalent level,Males,Slovakia,2015,42152
Total,Bachelor's or equivalent level,Males,Slovakia,2016,38330
Total,Bachelor's or equivalent level,Males,Slovakia,2017,35546
Total,Bachelor's or equivalent level,Males,Slovakia,2018,33166
Total,Bachelor's or equivalent level,Males,Slovakia,2019,32805
Total,Bachelor's or equivalent level,Males,Slovakia,2020,33580
Total,Bachelor's or equivalent level,Males,Slovakia,2021,35575
Total,Bachelor's or equivalent level,Males,Slovakia,2022,35316
Total,Bachelor's or equivalent level,Males,Slovakia,2023,36567
Total,Bachelor's or equivalent level,Males,Finland,2014,106918
Total,Bachelor's or equivalent level,Males,Finland,2015,105154
Total,Bachelor's or equivalent level,Males,Finland,2016,103452
Total,Bachelor's or equivalent level,Males,Finland,2017,101791
Total,Bachelor's or equivalent level,Males,Finland,2018,100688
Total,Bachelor's or equivalent level,Males,Finland,2019,99526
Total,Bachelor's or equivalent level,Males,Finland,2020,98033
Total,Bachelor's or equivalent level,Males,Finland,2021,100511
Total,Bachelor's or equivalent level,Males,Finland,2022,101964
Total,Bachelor's or equivalent level,Males,Finland,2023,105440
Total,Bachelor's or equivalent level,Males,Sweden,2014,91421
Total,Bachelor's or equivalent level,Males,Sweden,2015,91195
Total,Bachelor's or equivalent level,Males,Sweden,2016,89409
Total,Bachelor's or equivalent level,Males,Sweden,2017,87935
Total,Bachelor's or equivalent level,Males,Sweden,2018,86707
Total,Bachelor's or equivalent level,Males,Sweden,2019,87827
Total,Bachelor's or equivalent level,Males,Sweden,2020,92531
Total,Bachelor's or equivalent level,Males,Sweden,2021,98148
Total,Bachelor's or equivalent level,Males,Sweden,2022,94099
Total,Bachelor's or equivalent level,Males,Sweden,2023,92930
Total,Bachelor's or equivalent level,Males,Iceland,2014,5454
Total,Bachelor's or equivalent level,Males,Iceland,2015,5168
Total,Bachelor's or equivalent level,Males,Iceland,2016,4960
Total,Bachelor's or equivalent level,Males,Iceland,2017,4683
Total,Bachelor's or equivalent level,Males,Iceland,2018,4555
Total,Bachelor's or equivalent level,Males,Iceland,2019,4586
Total,Bachelor's or equivalent level,Males,Iceland,2020,4725
Total,Bachelor's or equivalent level,Males,Iceland,2021,5298
Total,Bachelor's or equivalent level,Males,Iceland,2022,5228
Total,Bachelor's or equivalent level,Males,Iceland,2023,4764
Total,Bachelor's or equivalent level,Males,Liechtenstein,2014,309
Total,Bachelor's or equivalent level,Males,Liechtenstein,2015,262
Total,Bachelor's or equivalent level,Males,Liechtenstein,2016,229
Total,Bachelor's or equivalent level,Males,Liechtenstein,2017,214
Total,Bachelor's or equivalent level,Males,Liechtenstein,2018,232
Total,Bachelor's or equivalent level,Males,Liechtenstein,2019,257
Total,Bachelor's or equivalent level,Males,Liechtenstein,2020,248
Total,Bachelor's or equivalent level,Males,Liechtenstein,2021,224
Total,Bachelor's or equivalent level,Males,Liechtenstein,2022,236
Total,Bachelor's or equivalent level,Males,Norway,2014,73675
Total,Bachelor's or equivalent level,Males,Norway,2015,73996
Total,Bachelor's or equivalent level,Males,Norway,2016,76755
Total,Bachelor's or equivalent level,Males,Norway,2017,78813
Total,Bachelor's or equivalent level,Males,Norway,2018,79058
Total,Bachelor's or equivalent level,Males,Norway,2019,77818
Total,Bachelor's or equivalent level,Males,Norway,2020,76579
Total,Bachelor's or equivalent level,Males,Norway,2021,78577
Total,Bachelor's or equivalent level,Males,Norway,2022,79057
Total,Bachelor's or equivalent level,Males,Norway,2023,76348
Total,Bachelor's or equivalent level,Males,Switzerland,2014,98513
Total,Bachelor's or equivalent level,Males,Switzerland,2015,99303
Total,Bachelor's or equivalent level,Males,Switzerland,2016,101259
Total,Bachelor's or equivalent level,Males,Switzerland,2017,102923
Total,Bachelor's or equivalent level,Males,Switzerland,2018,104827
Total,Bachelor's or equivalent level,Males,Switzerland,2019,106159
Total,Bachelor's or equivalent level,Males,Switzerland,2020,106997
Total,Bachelor's or equivalent level,Males,Switzerland,2021,109516
Total,Bachelor's or equivalent level,Males,Switzerland,2022,109660
Total,Bachelor's or equivalent level,Males,Switzerland,2023,108276
Total,Bachelor's or equivalent level,Males,United Kingdom,2014,688598
Total,Bachelor's or equivalent level,Males,United Kingdom,2015,681722
Total,Bachelor's or equivalent level,Males,United Kingdom,2016,695128
Total,Bachelor's or equivalent level,Males,United Kingdom,2017,707157
Total,Bachelor's or equivalent level,Males,United Kingdom,2018,714541
Total,Bachelor's or equivalent level,Males,United Kingdom,2019,743133
Total,Bachelor's or equivalent level,Males,Bosnia and Herzegovina,2018,33278
Total,Bachelor's or equivalent level,Males,Bosnia and Herzegovina,2019,29233
Total,Bachelor's or equivalent level,Males,Bosnia and Herzegovina,2020,26031
Total,Bachelor's or equivalent level,Males,Bosnia and Herzegovina,2021,25346
Total,Bachelor's or equivalent level,Males,Bosnia and Herzegovina,2022,23912
Total,Bachelor's or equivalent level,Males,Bosnia and Herzegovina,2023,22994
Total,Bachelor's or equivalent level,Males,Montenegro,2016,11027
Total,Bachelor's or equivalent level,Males,Montenegro,2017,10905
Total,Bachelor's or equivalent level,Males,Montenegro,2018,10101
Total,Bachelor's or equivalent level,Males,Montenegro,2019,9633
Total,Bachelor's or equivalent level,Males,Montenegro,2020,9407
Total,Bachelor's or equivalent level,Males,Montenegro,2021,8941
Total,Bachelor's or equivalent level,Males,Montenegro,2023,7396
Total,Bachelor's or equivalent level,Males,North Macedonia,2014,26296
Total,Bachelor's or equivalent level,Males,North Macedonia,2015,27184
Total,Bachelor's or equivalent level,Males,North Macedonia,2016,27028
Total,Bachelor's or equivalent level,Males,North Macedonia,2017,25786
Total,Bachelor's or equivalent level,Males,North Macedonia,2018,25272
Total,Bachelor's or equivalent level,Males,North Macedonia,2019,23325
Total,Bachelor's or equivalent level,Males,North Macedonia,2020,22219
Total,Bachelor's or equivalent level,Males,North Macedonia,2021,21399
Total,Bachelor's or equivalent level,Males,North Macedonia,2022,21724
Total,Bachelor's or equivalent level,Males,North Macedonia,2023,22852
Total,Bachelor's or equivalent level,Males,Georgia,2023,61398
Total,Bachelor's or equivalent level,Males,Albania,2021,30595
Total,Bachelor's or equivalent level,Males,Albania,2022,31360
Total,Bachelor's or equivalent level,Males,Albania,2023,31457
Total,Bachelor's or equivalent level,Males,Serbia,2014,91456
Total,Bachelor's or equivalent level,Males,Serbia,2015,88362
Total,Bachelor's or equivalent level,Males,Serbia,2016,91961
Total,Bachelor's or equivalent level,Males,Serbia,2017,92473
Total,Bachelor's or equivalent level,Males,Serbia,2018,88605
Total,Bachelor's or equivalent level,Males,Serbia,2019,85081
